No,Message,Emotion,Feeling,,
87," #15:  Vênus 💜 ed ""  chrisevansbrcom: Talented, brilliant, incredible, amazing, show-stopping, spectacular, totally unique. #AvengersEndgame https://t.co/dl…""",amazing,happy,"  chrisevansbrcom: Talented, brilliant, incredible, amazing, show-stopping, spectacular, totally unique. #AvengersEndgame https://t.co/dl…",amazing
88," #16:  Running Susi ed ""When you can‘t beat everyone with an amazing dress on the red carpet anymore you have to change your outfit four times. 😉 #MetGala #LadyGaga https://t.co/pAvZBugeC3""",amazing,happy,When you can‘t beat everyone with an amazing dress on the red carpet anymore you have to change your outfit four times. 😉 #MetGala #LadyGaga https://t.co/pAvZBugeC3,amazing
89," #17:  Maria Nymand ed ""My baby looking AMAZING WoWw https://t.co/Txit9dLNim""",amazing,happy,My baby looking AMAZING WoWw https://t.co/Txit9dLNim,amazing
90," #18:  irma ed ""  pirogtm: ‘it’s woh it to stay alive’hearing these words from tyler along with legend is a massive impetus we all needed. this amazin…""",amazing,happy,  pirogtm: ‘it’s woh it to stay alive’hearing these words from tyler along with legend is a massive impetus we all needed. this amazin…,amazing
91," #19:  G ThE QuEeN👸👑 ed ""  khloekardashian: The fashion at the Met Gala is amazing #MetGala""",amazing,happy,  khloekardashian: The fashion at the Met Gala is amazing #MetGala,amazing
92," #20:  Dubs ed "" BrandonDavisBD  Russo_Brothers #EveningWithJoe That was an amazing interview, thank you to Brandon for asking my question and thank you to Joe for answering.  Excited to receive the Infinity Guantlet. You can hear the Question/Answer at 47:50. https://t.co/TiydbeHep9""",amazing,happy," BrandonDavisBD  Russo_Brothers #EveningWithJoe That was an amazing interview, thank you to Brandon for asking my question and thank you to Joe for answering.  Excited to receive the Infinity Guantlet. You can hear the Question/Answer at 47:50. https://t.co/TiydbeHep9",amazing
93," #21:  maddie 🍂 ed ""Serena Williams looks AMAZING she is so powerful https://t.co/UvyaDPgxdE""",amazing,happy,Serena Williams looks AMAZING she is so powerful https://t.co/UvyaDPgxdE,amazing
94," #22:  Couney Holland 🇺🇸 ed ""#NewProfilePic in honor of  OfficeOfMike Wouldn’t it be amazing to show our suppo for Mike by all changing our profile pictures to this? https://t.co/BHkJXYJWk3""",amazing,happy,#NewProfilePic in honor of  OfficeOfMike Wouldn’t it be amazing to show our suppo for Mike by all changing our profile pictures to this? https://t.co/BHkJXYJWk3,amazing
95," #23:  🌸 Map of the Seoul 🌸 ed ""  ARMYMAGofficial: [#BTSonMedia]🍀KBS News repoed on  BTS_twt’s conce at  RoseBowlStadium.Knowing that so many homes in South Kore…""",amazing,happy,  ARMYMAGofficial: [#BTSonMedia]🍀KBS News repoed on  BTS_twt’s conce at  RoseBowlStadium.Knowing that so many homes in South Kore…,amazing
96," #24:  b i á. ed ""You are beautifulYou are kindYou are smaYou are lovelyYou are gorgeousYou are amazingYou are strongYou are braveYou are perfectand yes, you are woh it. ♥️""",amazing,happy,"You are beautifulYou are kindYou are smaYou are lovelyYou are gorgeousYou are amazingYou are strongYou are braveYou are perfectand yes, you are woh it. ♥️",amazing
97," #25:  cc22 ed ""  ARMYMAGofficial: [#BoyWithCamp]🍀It is amazing to see the #MetGala celebrities wearing styles  BTS_twt has previously worn throughout…""",amazing,happy,  ARMYMAGofficial: [#BoyWithCamp]🍀It is amazing to see the #MetGala celebrities wearing styles  BTS_twt has previously worn throughout…,amazing
98," #26:  ⍟ Mariah ⎊ ed "" jesmacallan  SisaGrey  andrea  tseky You guys were amazing!!""",amazing,happy, jesmacallan  SisaGrey  andrea  tseky You guys were amazing!!,amazing
99," #27:  mirnot ed ""  mommy_tanya: Real quick here. The conce was magical and truly amazing!  BTS_twt boys seriously did a hard work, they performed at mo…""",amazing,happy,"  mommy_tanya: Real quick here. The conce was magical and truly amazing!  BTS_twt boys seriously did a hard work, they performed at mo…",amazing
100," #28:  xTheGreyStone ed ""What an amazing stream, can’t thank  MarleyBarbie__ for the host and raid and happy I could pay it forward to  fivebyfivex with the people I managed to keep around 😂 can’t be any happier that I staed this journey with everyone! ✌🏼""",amazing,happy,"What an amazing stream, can’t thank  MarleyBarbie__ for the host and raid and happy I could pay it forward to  fivebyfivex with the people I managed to keep around 😂 can’t be any happier that I staed this journey with everyone! ✌🏼",amazing
101," #29:  small thing pjm 💜 ed "" BTS_twt HAVE FUN!! The movie's really amazing but prepare tissues or hanky just in case 😉""",amazing,happy, BTS_twt HAVE FUN!! The movie's really amazing but prepare tissues or hanky just in case 😉,amazing
102," #30:  P.K.s PowerfromSpace 🚀 ed ""  weschatham: She took out the night king. She is that guy!   DiaTriose: Arya and Amos would be an amazing pair in a fight #TheExpanse…""",amazing,happy,  weschatham: She took out the night king. She is that guy!   DiaTriose: Arya and Amos would be an amazing pair in a fight #TheExpanse…,amazing
103," #31:  Debs ed "" bodegasandblood Damn he looks amazing😍""",amazing,happy, bodegasandblood Damn he looks amazing😍,amazing
104," #32:  ANDROJINNI ed ""IM CRYING THIS IS AMAZING https://t.co/hnBvjXM3ts""",amazing,happy,IM CRYING THIS IS AMAZING https://t.co/hnBvjXM3ts,amazing
105," #33:  Andrew ed ""  Tempe_SD: Check out Boothiful tonight on Twitch!! He’s having a Mental Health Monday and it is a legit time to talk to someone if you n…""",amazing,happy,  Tempe_SD: Check out Boothiful tonight on Twitch!! He’s having a Mental Health Monday and it is a legit time to talk to someone if you n…,amazing
106," #34:  Al Quaemont ed ""I'll miss Norah in the AM, but what an amazing quote to sum up her oppounity. Go get 'em,  NorahODonnell! https://t.co/vKGUziREr8""",amazing,happy,"I'll miss Norah in the AM, but what an amazing quote to sum up her oppounity. Go get 'em,  NorahODonnell! https://t.co/vKGUziREr8",amazing
107," #35:  Edwin ed ""  jimrome: Celtics getting booed at home in Game 4 is amazing. And they deserve it""",amazing,happy,  jimrome: Celtics getting booed at home in Game 4 is amazing. And they deserve it,amazing
108," #36:  Gwen❗️ ed ""Also Humanz is amazing y’all are just mean""",amazing,happy,Also Humanz is amazing y’all are just mean,amazing
109," #37:  steve sumner ed ""  Nataliew1020: This story will air this Friday. It's one of the most emotional interviews I've ever given. I'm glad they'll be sharing a…""",amazing,happy,  Nataliew1020: This story will air this Friday. It's one of the most emotional interviews I've ever given. I'm glad they'll be sharing a…,amazing
110," #38:  Tamar 🥀 ed ""  fashioniconluke: little women is looking amazing so far https://t.co/5qEbWzS6Nm""",amazing,happy,  fashioniconluke: little women is looking amazing so far https://t.co/5qEbWzS6Nm,amazing
111," #39:  ㅇ ed ""  geophotos9: Amazing things https://t.co/IkCSfTO5U6""",amazing,happy,  geophotos9: Amazing things https://t.co/IkCSfTO5U6,amazing
112," #40:  Kani♡Hansu ed ""Happy bihday   Atharvaamurali 💐🎁🎊🎉🎂Wishing you lots of success for #100theMovie 👍🏼Have an amazing year ahead.Lots of love  from  ihansika fans 💫🌺Waiting for this movie 😍 https://t.co/fUgxyRznlV""",amazing,happy,Happy bihday   Atharvaamurali 💐🎁🎊🎉🎂Wishing you lots of success for #100theMovie 👍🏼Have an amazing year ahead.Lots of love  from  ihansika fans 💫🌺Waiting for this movie 😍 https://t.co/fUgxyRznlV,amazing
113," #41:  MBS Creativity, LLC ed ""  LiftUpMKE: Hack a Pipeline was a great event, but the mentors made it go from great to AMAZING! Thank you to all the mentors.  We wish…""",amazing,happy,"  LiftUpMKE: Hack a Pipeline was a great event, but the mentors made it go from great to AMAZING! Thank you to all the mentors.  We wish…",amazing
114," #42:  Erika ed ""  ARMYMAGofficial: [#BoyWithCamp]🍀It is amazing to see the #MetGala celebrities wearing styles  BTS_twt has previously worn throughout…""",amazing,happy,  ARMYMAGofficial: [#BoyWithCamp]🍀It is amazing to see the #MetGala celebrities wearing styles  BTS_twt has previously worn throughout…,amazing
115," #43:  Mr.GoodCat ed ""  oranicuhh: women are fuckin amazing.""",amazing,happy,  oranicuhh: women are fuckin amazing.,amazing
116," #44:  GummyMin with Luv #PersonaBillboardNo1 ed "" BTS_twt I also get excited every time I hear the song playing in the radio or a public place. You guys are amazing! Enjoy the movie!#PremiosMTVMIAW #MTVLAFANDOMBTSARMY  BTS_twt""",amazing,happy, BTS_twt I also get excited every time I hear the song playing in the radio or a public place. You guys are amazing! Enjoy the movie!#PremiosMTVMIAW #MTVLAFANDOMBTSARMY  BTS_twt,amazing
117," #45:  Eugen St ed "" Kat_McNamara  ShadowhuntersTV Thank You for a wonderful Show !✨ You are amazing on frist day and on last day !✨ Magic Beauty ✨❤""",amazing,happy, Kat_McNamara  ShadowhuntersTV Thank You for a wonderful Show !✨ You are amazing on frist day and on last day !✨ Magic Beauty ✨❤,amazing
118," #46:  Conservative Patriot 🇺🇲🇮🇱⭐⭐⭐ ed ""What an amazing child... https://t.co/yMkRadJdgm""",amazing,happy,What an amazing child... https://t.co/yMkRadJdgm,amazing
119," #47:  07 ed ""it seems like billie is having such an amazing day im so happt for her omg""",amazing,happy,it seems like billie is having such an amazing day im so happt for her omg,amazing
120," #48:  Kayayayayyysune 🦇 ed "" SheepEva11 AWA THANK YOUUU 💖💖💖 she did such an amazing job, I can’t stop staring at it 😍""",amazing,happy," SheepEva11 AWA THANK YOUUU 💖💖💖 she did such an amazing job, I can’t stop staring at it 😍",amazing
121," #49:  Levelyn ed ""  Wendys: THIS IS NOT A DRILL! Spicy Chicken Nuggets are coming back! Y’all are crazy! That took like a day and a half! WHAT?!We don’t…""",amazing,happy,  Wendys: THIS IS NOT A DRILL! Spicy Chicken Nuggets are coming back! Y’all are crazy! That took like a day and a half! WHAT?!We don’t…,amazing
122," #50:  PH Plasticos Hoyos ed ""meeting amazing women in different industries.   cruzkarenkc The best thing is the positive energy. All emphasizing the mind, soul and the body and We decided to share our inspiration product with empowering women  happymomconference  #paseocolorado thank you  _maramain_ https://t.co/oxR5h9rclC""",amazing,happy,"meeting amazing women in different industries.   cruzkarenkc The best thing is the positive energy. All emphasizing the mind, soul and the body and We decided to share our inspiration product with empowering women  happymomconference  #paseocolorado thank you  _maramain_ https://t.co/oxR5h9rclC",amazing
123," #51:  Gang-Star 🤩 ed ""  Wendys: THIS IS NOT A DRILL! Spicy Chicken Nuggets are coming back! Y’all are crazy! That took like a day and a half! WHAT?!We don’t…""",amazing,happy,  Wendys: THIS IS NOT A DRILL! Spicy Chicken Nuggets are coming back! Y’all are crazy! That took like a day and a half! WHAT?!We don’t…,amazing
124," #52:  Maremmarally.com ed ""#rally #racing #wrc #motorspo #rallye #wrx #maremmarally #nikon #amazing #follow #car #drive #driver #lanciadelta #lancias4 #lancia #maini #mainiracing #s4 #terra https://t.co/dPfgFtx55Y""",amazing,happy,#rally #racing #wrc #motorspo #rallye #wrx #maremmarally #nikon #amazing #follow #car #drive #driver #lanciadelta #lancias4 #lancia #maini #mainiracing #s4 #terra https://t.co/dPfgFtx55Y,amazing
125," #53:  main ed ""  twentyonepilots: here are winners from our  creativeallies contest but canada this time. shoutout to Daniel, Emma, Allison, Cheyenne, L…""",amazing,happy,"  twentyonepilots: here are winners from our  creativeallies contest but canada this time. shoutout to Daniel, Emma, Allison, Cheyenne, L…",amazing
